rowID,host_Arctos_record,ID_number,ID_type,other_identifier,other_identifier_type,pers_cat_no,sci_name,common_name,state,county,specific_locality,analysis_locality,verbatim_latitude,verbatim_longitude,analysis_lat,analysis_lon,verbatim_elev,coll_date,coll_day,coll_month,coll_year,collecting_event_ID,tissue_type,PCR_pos_01,Haem_01,Plas_01,H_haplo1,H_haplo2,H_haplo3,P_haplo1,H_count,P_count,haplotype_count,coinfection_01,novel_01,novel_count,novel_haplo_name,micro_pos_01,micro_num_infected_HP,micro_num_infected_total,micro_num_screened,micro_HP_parasitemia_percent,micro_total_parasitemia_percent,rgbif_elev,analysis_elev,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tempPC1,tempPC2,precipPC1,precipPC2
1,NA,272132511,band number,GRVI 11,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
2,NA,GRVI 13,GRVI ID ,NA,band number,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
3,NA,284000312,band number,GRVI 14,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
4,NA,284000313,band number,GRVI 16,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
5,NA,284000315,band number,GRVI 04,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
6,NA,284000316,band number,GRVI 17,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/2/2018,2,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
7,NA,284000317,band number,GRVI 18,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/3/2018,3,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,11,11,10000,0.11,0.11,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
8,NA,284000318,band number,GRVI 19,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/3/2018,3,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
9,NA,284000319,band number,GRVI 20,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
10,NA,284000320,band number,GRVI 21,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
11,NA,284000321,band number,GRVI 22,GRVI ID ,NA,Vireo vicinior,Gray Vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,118,162,37,9342,348,-85,433,186,165,239,-3,240,29,9,24,79,45,59,53,-0.433347447,2.70006157,-2.690116838,2.833896295
12,https://arctos.database.museum/guid/MSB:Bird:44214,222952,NK,MSB:Bird:44214,MSB:Bird,DCS 8684,Vireo plumbeus,Plumbeous Vireo,New Mexico,San Juan,ca 9.7 km E Cedar Hill,Cedar Hill,36.9999,-107.8135,36.9999,-107.8135,2014,6/5/2014,5,6,2014,11066799,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2085,2014,81,169,40,8409,300,-118,418,146,120,190,-27,398,51,15,28,132,62,108,95,-2.340056171,0.559586918,0.096644732,2.580088906
13,https://arctos.database.museum/guid/MSB:Bird:44216,222949,NK,MSB:Bird:44216,MSB:Bird,DCS 8672,Vireo plumbeus,Plumbeous Vireo,New Mexico,San Juan,ca. 10.2 km NE Cedar Hill,Cedar Hill,36.94488333,-107.7810167,36.94488333,-107.7810167,2085,6/12/2014,12,6,2014,11066797,pectoral muscle,1,1,0,VIRPLU02,VIRPLU12,NA,NA,2,0,2,1,1,1,VIRPLU12,NA,NA,NA,NA,NA,NA,2018,2085,84,169,40,8492,304,-115,419,149,123,194,-26,382,50,15,28,127,61,105,90,-2.185001045,0.696879592,-0.105192396,2.593267167
14,https://arctos.database.museum/guid/MSB:Bird:44215,222951,NK,MSB:Bird:44215,MSB:Bird,DCS 8674,Vireo plumbeus,Plumbeous Vireo,New Mexico,San Juan,ca. 10.2 km NE Cedar Hill,Cedar Hill,36.99903333,-107.8142167,36.99903333,-107.8142167,2090,6/5/2014,5,6,2014,11066798,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2087,2090,81,169,40,8409,300,-118,418,146,120,190,-27,398,51,15,28,132,62,108,95,-2.340056171,0.559586918,0.096644732,2.580088906
15,https://arctos.database.museum/guid/MSB:Bird:40801,222748,NK,MSB:Bird:40801,MSB:Bird,CJS 1200,Vireo plumbeus,Plumbeous Vireo,New Mexico,San Juan,Chuska Mountains; Wheatfields Creek,Chuska Mountains,35.2524,-108.125,35.2524,-108.125,2375,6/6/2013,6,6,2013,10917278,pectoral muscle,1,1,0,VIRPLU01,UNABLE TO DETERMINE,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2299,2375,74,171,44,7623,276,-110,386,167,110,174,-22,384,66,16,46,165,51,140,81,-2.034290841,-1.311601528,0.586602929,0.996297181
16,https://arctos.database.museum/guid/MSB:Bird:40800,222749,NK,MSB:Bird:40800,MSB:Bird,CJS 1201,Vireo plumbeus,Plumbeous Vireo,New Mexico,San Juan,Chuska Mountains; Wheatfields Creek,Chuska Mountains,36.25043333,-109.0460333,36.25043333,-109.0460333,2374,6/1/2013,1,6,2013,10917333,pectoral muscle,1,1,0,TROAED12,VIRPLU11,NA,NA,2,0,2,1,1,1,VIRPLU11,NA,NA,NA,NA,NA,NA,2311,2374,64,145,39,7771,259,-109,368,159,97,166,-33,438,60,14,35,157,56,130,105,-2.65960221,-0.646507739,0.721729051,1.786784904
17,https://arctos.database.museum/guid/MSB:Bird:60727,281127,NK,MSB:Bird:60727,MSB:Bird,EFG 083,Vireo plumbeus,Plumbeous Vireo,New Mexico,Catron,4.25 mi NW of Datil,Datil,34.16828333,-107.9097,34.16828333,-107.9097,2434,6/27/2019,27,6,2019,11649407,pectoral muscle,1,1,0,VIRPLU02,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2446,2434,76,192,49,7097,275,-110,385,162,109,169,-14,364,78,11,73,201,40,166,57,-1.771731484,-2.739181651,0.536773961,-1.241379081
18,https://arctos.database.museum/guid/MSB:Bird:29597,170973,NK,MSB:Bird:29597,MSB:Bird,ABJ 2487,Vireo plumbeus,Plumbeous Vireo,New Mexico,Rio Arriba,Embudo,Embudo,36.1833,-105.8833,36.1833,-105.8833,NA,7/21/2010,21,7,2010,10269869,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,1929,96,178,43,8125,306,-105,411,193,-9,201,-9,299,56,12,55,139,40,128,40,-1.556629966,0.290515518,-0.997762207,0.360868088
19,https://arctos.database.museum/guid/MSB:Bird:60503,279620,NK,MSB:Bird:60503,MSB:Bird,ABJ 3858,Vireo bellii,Bell's Vireo,New Mexico,Grant,Gila River at Fisherman's Point,Fisherman's Point,32.63928333,-108.8501667,32.63928333,-108.8501667,1180,6/8/2018,8,6,2018,11313894,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1195,1180,150,200,50,7435,351,-42,393,241,186,247,57,324,63,6,64,163,24,133,72,2.483021404,-1.464394522,-0.862358423,-0.603689409
20,https://arctos.database.museum/guid/MSB:Bird:60505,279607,NK,MSB:Bird:60505,MSB:Bird,ABJ 3850,Vireo bellii,Bell's Vireo,New Mexico,Hidalgo,Gila River at Fisherman's Point,Fisherman's Point,32.63473333,-108.8535667,32.63473333,-108.8535667,1178,6/8/2018,8,6,2018,11313896,pectoral muscle,1,1,0,VIRBEL01,TROAED12,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,1186,1178,150,200,50,7435,351,-42,393,241,186,247,57,324,63,6,64,163,24,133,72,2.483021404,-1.464394522,-0.862358423,-0.603689409
21,https://arctos.database.museum/guid/MSB:Bird:60504,279619,NK,MSB:Bird:60504,MSB:Bird,ABJ 3857,Vireo bellii,Bell's Vireo,New Mexico,Hidalgo,Gila River at Fisherman's Point,Fisherman's Point,32.63385,-108.8535833,32.63385,-108.8535833,1176,6/8/2018,8,6,2018,11313895,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1183,1176,150,200,50,7435,351,-42,393,241,186,247,57,324,63,6,64,163,24,133,72,2.483021404,-1.464394522,-0.862358423,-0.603689409
22,https://arctos.database.museum/guid/MSB:Bird:60725,281128,NK,MSB:Bird:60725,MSB:Bird,SSB 290,Vireo plumbeus,Plumbeous Vireo,New Mexico,Socorro,San Mateo Mountains: Hudson Canyon,Hudson Canyon,33.7779,-107.4959,33.7779,-107.4959,2449,6/29/2019,29,6,2019,11649405,pectoral muscle,1,1,0,VIRPLU04,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2455,2449,71,176,49,6695,255,-102,357,151,60,159,-13,462,97,13,72,253,51,214,75,-2.034686598,-3.422599313,2.524932084,-1.758124221
23,https://arctos.database.museum/guid/MSB:Bird:60637,281025,NK,MSB:Bird:60637,MSB:Bird,ABJ 4014,Vireo plumbeus,Plumbeous Vireo,New Mexico,Socorro,San Mateo Mountains: Hudson Canyon,Hudson Canyon,33.77508333,-107.49735,33.77508333,-107.49735,2435,6/29/2019,29,6,2019,11649421,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2442,2435,71,176,49,6695,255,-102,357,151,60,159,-13,462,97,13,72,253,51,214,75,-2.034686598,-3.422599313,2.524932084,-1.758124221
24,https://arctos.database.museum/guid/MSB:Bird:60726,281129,NK,MSB:Bird:60726,MSB:Bird,SSB 291,Vireo plumbeus,Plumbeous Vireo,New Mexico,Socorro,San Mateo Mountains: Hudson Canyon,Hudson Canyon,33.7779,-107.4959,33.7779,-107.4959,2449,6/29/2019,29,6,2019,11649406,pectoral muscle,1,0,1,NA,NA,NA,VIRPLU13,0,1,1,0,1,1,VIRPLU13 (Plasmodium?),NA,NA,NA,NA,NA,NA,2455,2449,71,176,49,6695,255,-102,357,151,60,159,-13,462,97,13,72,253,51,214,75,-2.034686598,-3.422599313,2.524932084,-1.758124221
25,https://arctos.database.museum/guid/MSB:Bird:60554,280762,NK,MSB:Bird:60554,MSB:Bird,ABJ 3985,Vireo bellii,Bell's Vireo,New Mexico,Sierra,"Indian Springs, ca. 30.9 km upstream Elephant Butte Dam",Indian Springs,33.42653333,-107.1748833,33.42653333,-107.1748833,1374,7/23/2019,23,7,2019,11339242,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1374,149,177,46,7704,342,-41,383,238,104,249,51,231,50,6,75,131,20,107,29,1.945507056,-0.439317103,-2.390119367,-0.809986981
26,https://arctos.database.museum/guid/MSB:Bird:60556,280764,NK,MSB:Bird:60556,MSB:Bird,MJB 522,Vireo bellii,Bell's Vireo,New Mexico,Sierra,"Indian Springs, ca. 30.9 km upstream Elephant Butte Dam",Indian Springs,33.43425,-107.1657,33.43425,-107.1657,1362,7/23/2019,23,7,2019,11339250,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1362,151,178,46,7753,345,-40,385,240,105,251,52,227,49,6,77,128,19,105,28,2.029671852,-0.343021275,-2.495306307,-0.857284421
27,https://arctos.database.museum/guid/MSB:Bird:60560,280768,NK,MSB:Bird:60560,MSB:Bird,MJB 523,Vireo bellii,Bell's Vireo,New Mexico,Sierra,"Indian Springs, ca. 30.9 km upstream Elephant Butte Dam",Indian Springs,33.42961667,-107.1727833,33.42961667,-107.1727833,1351,7/23/2019,23,7,2019,11339249,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1351,149,177,46,7704,342,-41,383,238,104,249,51,231,50,6,75,131,20,107,29,1.945507056,-0.439317103,-2.390119367,-0.809986981
28,https://arctos.database.museum/guid/MSB:Bird:60501,279604,NK,MSB:Bird:60501,MSB:Bird,ABJ 3847,Vireo bellii,Bell's Vireo,New Mexico,Sierra,Indian Springs,Indian Springs,33.43263333,-107.1603167,33.43263333,-107.1603167,1325,6/1/2018,1,6,2018,11313892,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1352,1325,151,178,46,7753,345,-40,385,240,105,251,52,227,49,6,77,128,19,105,28,2.029671852,-0.343021275,-2.495306307,-0.857284421
29,https://arctos.database.museum/guid/MSB:Bird:45125,276032,NK,MSB:Bird:45125,MSB:Bird,SMB 188,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,35.82651667,-106.8958,35.82651667,-106.8958,2276,7/22/2016,22,7,2016,11028385,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,6,6,10000,0.06,0.06,2289,2276,71,171,43,7628,275,-114,389,164,107,170,-26,431,73,22,44,181,70,162,83,-2.272713567,-1.158862426,1.853404878,1.349532709
30,https://arctos.database.museum/guid/MSB:Bird:47894,277594,NK,MSB:Bird:47894,MSB:Bird,SMB 479,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,35.82321667,-106.8986667,35.82321667,-106.8986667,2246,6/27/2017,27,6,2017,11306034,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,252,252,10000,2.52,2.52,2259,2246,71,171,43,7628,275,-114,389,164,107,170,-26,431,73,22,44,181,70,162,83,-2.272713567,-1.158862426,1.853404878,1.349532709
31,https://arctos.database.museum/guid/MSB:Bird:47941,277641,NK,MSB:Bird:47941,MSB:Bird,SMB 383,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,35.8266,-106.8961667,35.8266,-106.8961667,2263,6/29/2017,29,6,2017,11306056,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,79,79,10000,0.79,0.79,2289,2263,71,171,43,7628,275,-114,389,164,107,170,-26,431,73,22,44,181,70,162,83,-2.272713567,-1.158862426,1.853404878,1.349532709
32,https://arctos.database.museum/guid/MSB:Bird:47950,277650,NK,MSB:Bird:47950,MSB:Bird,SMB 486,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04073333,-107.0139333,36.04073333,-107.0139333,2263,7/1/2017,1,7,2017,11306033,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,23,23,10000,0.23,0.23,2274,2263,72,178,43,8010,284,-125,409,169,109,176,-32,363,64,17,46,158,59,139,65,-2.410753353,-0.508974078,0.448546041,1.14105893
33,https://arctos.database.museum/guid/MSB:Bird:47964,277664,NK,MSB:Bird:47964,MSB:Bird,JMM 275,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04073333,-107.0139333,36.04073333,-107.0139333,2270,7/1/2017,1,7,2017,11305654,pectoral muscle,1,1,0,TROAED12,VIRPLU01,NA,NA,2,0,2,1,0,0,NA,1,59,59,10000,0.59,0.59,2274,2270,72,178,43,8010,284,-125,409,169,109,176,-32,363,64,17,46,158,59,139,65,-2.410753353,-0.508974078,0.448546041,1.14105893
34,https://arctos.database.museum/guid/MSB:Bird:47987,277687,NK,MSB:Bird:47987,MSB:Bird,SMB 487,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.01858333,-107.0080833,36.01858333,-107.0080833,2289,7/1/2017,1,7,2017,11306035,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,90,90,10000,0.9,0.9,2292,2289,72,178,43,8010,284,-125,409,169,109,176,-32,363,64,17,46,158,59,139,65,-2.410753353,-0.508974078,0.448546041,1.14105893
35,https://arctos.database.museum/guid/MSB:Bird:48142,277850,NK,MSB:Bird:48142,MSB:Bird,CRG 456,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04201667,-107.01085,36.04201667,-107.01085,2265,7/1/2017,1,7,2017,11305902,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,46,46,10000,0.46,0.46,2277,2265,72,179,43,8065,285,-126,411,170,109,176,-33,358,63,17,47,156,59,137,63,-2.431349663,-0.436020965,0.358047493,1.132263593
36,https://arctos.database.museum/guid/MSB:Bird:48146,277854,NK,MSB:Bird:48146,MSB:Bird,CRG 358,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04358333,-107.0134833,36.04358333,-107.0134833,2275,7/1/2017,1,7,2017,11306183,pectoral muscle,1,1,0,TROAED12,VIRPLU04,NA,NA,2,0,2,1,0,0,NA,1,98,98,10000,0.98,0.98,2279,2275,72,179,43,8065,285,-126,411,170,109,176,-33,358,63,17,47,156,59,137,63,-2.431349663,-0.436020965,0.358047493,1.132263593
37,https://arctos.database.museum/guid/MSB:Bird:48214,278252,NK,MSB:Bird:48214,MSB:Bird,CRG 376,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.03986667,-107.01975,36.03986667,-107.01975,2232,7/15/2017,15,7,2017,11305653,pectoral muscle,1,1,0,VIRPLU01,TROAED12,NA,NA,2,0,2,1,0,0,NA,1,103,103,10000,1.03,1.03,2212,2232,72,178,43,8010,284,-125,409,169,109,176,-32,363,64,17,46,158,59,139,65,-2.410753353,-0.508974078,0.448546041,1.14105893
38,https://arctos.database.museum/guid/MSB:Bird:47989,277689,NK,MSB:Bird:47989,MSB:Bird,JMM 260,Vireo plumbeus,Plumbeous Vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.01973333,-107.0090667,36.01973333,-107.0090667,2287,7/1/2017,1,7,2017,11305924,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,181,181,10000,1.81,1.81,2289,2287,72,178,43,8010,284,-125,409,169,109,176,-32,363,64,17,46,158,59,139,65,-2.410753353,-0.508974078,0.448546041,1.14105893
39,https://arctos.database.museum/guid/MSB:Bird:60497,279629,NK,MSB:Bird:60497,MSB:Bird,ABJ 3859,Vireo bellii,Bell's Vireo,New Mexico,Eddy ,"8.6 km WSW Carlsbad, Kee Tank",Kee Tank,32.37356667,-104.3653333,32.37356667,-104.3653333,1054,5/25/2018,25,5,2018,11313888,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1053,1054,166,161,44,7419,344,-18,362,249,89,261,70,331,64,7,66,161,29,138,34,2.762673935,-0.351225461,-0.977763858,-0.881506272
40,https://arctos.database.museum/guid/MSB:Bird:20651,43420,NK,MSB:Bird:20651,MSB:Bird,Kathleen Ramsay 48,Vireo plumbeus,Plumbeous Vireo,New Mexico,Los Alamos,Los Alamos,Los Alamos,35.8890501,-106.2872314,35.8890501,-106.2872314,NA,8/15/1995,15,8,1995,1506765,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2185,2185,89,149,40,7734,280,-87,367,181,-9,190,-9,409,73,19,50,185,63,170,63,-1.687541707,-0.249536344,1.41093144,0.611442299
41,https://arctos.database.museum/guid/MSB:Bird:40344,222171,NK,MSB:Bird:40344,MSB:Bird,MJB 083,Vireo plumbeus,Plumbeous Vireo,New Mexico,Socorro,Magdalena Mountains; Sawmill Canyon,Magdalena Mountains,32.09276667,-107.5890333,32.09276667,-107.5890333,2173,5/7/2012,7,5,2012,10668403,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1434,2173,140,178,48,7248,328,-40,368,224,132,234,48,297,66,5,80,171,21,143,51,1.777648275,-1.631376506,-1.078983934,-1.628077602
42,https://arctos.database.museum/guid/MSB:Bird:60498,279598,NK,MSB:Bird:60498,MSB:Bird,MJB 442,Vireo bellii,Bell's Vireo,New Mexico,Eddy ,McKittrick Draw,McKittrick Draw,32.38983333,-104.35895,32.38983333,-104.35895,1039,5/25/2018,25,5,2018,11313889,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1042,1039,167,164,44,7513,346,-20,366,250,88,262,69,325,63,8,65,159,29,135,32,2.739769458,-0.225958653,-1.019500171,-0.757517995
43,https://arctos.database.museum/guid/MSB:Bird:60557,280765,NK,MSB:Bird:60557,MSB:Bird,ABJ 3986,Vireo bellii,Bell's Vireo,New Mexico,Luna,Mimbres River Ranch,Mimbres River Ranch,32.57516667,-107.9165,32.57516667,-107.9165,1525,7/23/2019,23,7,2019,11339243,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,1525,140,182,48,7232,331,-42,373,226,132,235,50,321,67,5,75,176,22,147,56,1.804578988,-1.583045045,-0.825025886,-1.466898003
44,https://arctos.database.museum/guid/MSB:Bird:60559,280767,NK,MSB:Bird:60559,MSB:Bird,ABJ 3987,Vireo bellii,Bell's Vireo,New Mexico,Luna,Mimbres River Ranch,Mimbres River Ranch,32.56118333,-107.92115,32.56118333,-107.92115,1519,7/23/2019,23,7,2019,11339244,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1520,1519,141,183,49,7228,331,-42,373,226,132,235,50,319,66,5,74,174,22,144,57,1.851020095,-1.730053509,-0.881561025,-1.372031661
45,https://arctos.database.museum/guid/MSB:Bird:60564,280772,NK,MSB:Bird:60564,MSB:Bird,ABJ 3990,Vireo bellii,Bell's Vireo,New Mexico,Luna,Mimbres River Ranch,Mimbres River Ranch,32.56498333,-107.91815,32.56498333,-107.91815,1515,7/23/2019,23,7,2019,11339245,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1522,1515,141,183,49,7228,331,-42,373,226,132,235,50,319,66,5,74,174,22,144,57,1.851020095,-1.730053509,-0.881561025,-1.372031661
46,https://arctos.database.museum/guid/MSB:Bird:45013,275830,NK,MSB:Bird:45013,MSB:Bird,JMM 123,Vireo plumbeus,Plumbeous Vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.53338333,-107.3494833,35.53338333,-107.3494833,2420,6/21/2016,21,6,2016,11028359,pectoral muscle,1,1,0,VIRPLU01,VIRPLU03,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2418,2420,68,166,43,7586,268,-114,382,159,104,167,-29,409,72,20,47,180,61,157,79,-2.425446657,-1.317784356,1.412769351,1.008951401
47,https://arctos.database.museum/guid/MSB:Bird:45014,275831,NK,MSB:Bird:45014,MSB:Bird,JMM 132,Vireo plumbeus,Plumbeous Vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.52935,-107.3556333,35.52935,-107.3556333,2456,6/21/2016,21,6,2016,11028360,pectoral muscle,1,1,0,VIRPLU01,VIRPLU04,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2454,2456,68,166,43,7586,268,-114,382,159,104,167,-29,409,72,20,47,180,61,157,79,-2.425446657,-1.317784356,1.412769351,1.008951401
