rowID,host_Arctos_record,ID_number,ID_type,other_identifier,other_identifier_type,pers_cat_no,sci_name,common_name,state,county,specific_locality,analysis_locality,verbatim_latitude,verbatim_longitude,analysis_lat,analysis_lon,verbatim_elev,coll_date,coll_day,coll_month,coll_year,collecting_event_ID,tissue_type,PCR_pos_01,Haem_01,Plas_01,H_haplo1,H_haplo2,H_haplo3,P_haplo1,H_count,P_count,haplotype_count,coinfection_01,novel_01,novel_count,novel_haplo_name,micro_pos_01,micro_num_infected_HP,micro_num_infected_total,micro_num_screened,micro_HP_parasitemia_percent,micro_total_parasitemia_percent,rgbif_elev,analysis_elev,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tempPC1,tempPC2,precipPC1,precipPC2
239,https://arctos.database.museum/guid/MSB:Bird:47732,277432,NK,MSB:Bird:47732,MSB:Bird,CRG 485,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.63198333,-107.74765,34.63198333,-107.74765,2319,6/14/2017,14,6,2017,11305908,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,91,91,10000,0.91,0.91,2324,2319,82,181,47,7367,282,-102,384,171,117,179,-11,343,71,13,66,179,42,149,58,-1.464848451,-2.006721456,0.169967638,-0.46140727
240,https://arctos.database.museum/guid/MSB:Bird:48002,277706,NK,MSB:Bird:48002,MSB:Bird,SSB 117,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.86746667,-108.2088167,34.86746667,-108.2088167,2353,7/11/2017,11,7,2017,11306073,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2361,2353,73,182,46,7403,276,-113,389,163,106,170,-21,387,72,15,53,179,48,150,77,-2.056336315,-1.877088827,0.759616963,0.346646759
241,https://arctos.database.museum/guid/MSB:Bird:48108,277816,NK,MSB:Bird:48108,MSB:Bird,SMB 406,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.8603,-108.2101167,34.8603,-108.2101167,2359,7/11/2017,11,7,2017,11305720,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2365,2359,73,182,46,7403,276,-113,389,163,106,170,-21,387,72,15,53,179,48,150,77,-2.056336315,-1.877088827,0.759616963,0.346646759
242,https://arctos.database.museum/guid/MSB:Bird:45044,275933,NK,MSB:Bird:45044,MSB:Bird,JMM 143,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.83656667,-108.2145667,34.83656667,-108.2145667,2382,7/14/2016,14,7,2016,11028336,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,15,15,10000,0.15,0.15,2389,2382,73,182,46,7403,276,-113,389,163,106,170,-21,387,72,15,53,179,48,150,77,-2.056336315,-1.877088827,0.759616963,0.346646759
243,https://arctos.database.museum/guid/MSB:Bird:47711,277411,NK,MSB:Bird:47711,MSB:Bird,CRG 501,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.62031667,-107.7654833,34.62031667,-107.7654833,2382,6/13/2017,13,6,2017,11306072,pectoral muscle,1,1,0,VIGIL07,NA,NA,NA,1,0,1,0,0,0,NA,1,35,35,10000,0.35,0.35,2383,2382,77,180,47,7271,276,-104,380,165,111,172,-15,366,75,14,65,189,44,158,64,-1.71852893,-2.22748226,0.628218898,-0.48431691
244,https://arctos.database.museum/guid/MSB:Bird:47833,277533,NK,MSB:Bird:47833,MSB:Bird,SMB 396,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.62243333,-107.7703167,34.62243333,-107.7703167,2374,6/14/2017,14,6,2017,11305965,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,39,39,10000,0.39,0.39,2378,2374,77,180,47,7271,276,-104,380,165,111,172,-15,366,75,14,65,189,44,158,64,-1.71852893,-2.22748226,0.628218898,-0.48431691
245,https://arctos.database.museum/guid/MSB:Bird:47909,277609,NK,MSB:Bird:47909,MSB:Bird,CRG 484,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.62563333,-107.7664833,34.62563333,-107.7664833,2389,6/14/2017,14,6,2017,11305696,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,104,104,10000,1.04,1.04,2388,2389,78,180,47,7319,278,-104,382,167,113,174,-14,359,73,14,65,185,44,155,62,-1.659061526,-2.128470099,0.488237318,-0.420417458
246,https://arctos.database.museum/guid/MSB:Bird:28804,169936,NK,MSB:Bird:28804,MSB:Bird,MJL 346,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,35.05868333,-108.0913,35.05868333,-108.0913,2400,5/14/2009,14,5,2009,10223322,pectoral muscle,1,1,0,TROAED12,VIRPLU10,NA,NA,2,0,2,1,1,1,VIRPLU10,NA,NA,NA,NA,NA,NA,2400,2400,71,175,45,7490,272,-114,386,162,105,168,-24,397,71,16,50,177,51,150,83,-2.211202813,-1.671259881,0.919167564,0.636619772
247,https://arctos.database.museum/guid/MSB:Bird:28805,169937,NK,MSB:Bird:28805,MSB:Bird,MJL 347,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,35.05868333,-108.0913,35.05868333,-108.0913,2400,5/14/2009,14,5,2009,10223322,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2400,2400,71,175,45,7490,272,-114,386,162,105,168,-24,397,71,16,50,177,51,150,83,-2.211202813,-1.671259881,0.919167564,0.636619772
248,https://arctos.database.museum/guid/MSB:Bird:28725,170049,NK,MSB:Bird:28725,MSB:Bird,BLA 010,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,35.1522,-108.2093167,35.1522,-108.2093167,2480,5/14/2009,14,5,2009,10223445,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2466,2480,61,171,44,7394,260,-121,381,151,94,158,-32,452,75,17,45,188,58,159,101,-2.767522597,-1.803236706,1.694279151,0.93283366
249,https://arctos.database.museum/guid/MSB:Bird:40549,222840,NK,MSB:Bird:40549,MSB:Bird,CJS 1130,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,36.25043333,-109.0460333,36.25043333,-109.0460333,2301,6/1/2013,1,6,2013,10917334,pectoral muscle,1,1,0,TROAED12,VIRPLU03,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2311,2301,64,145,39,7771,259,-109,368,159,97,166,-33,438,60,14,35,157,56,130,105,-2.65960221,-0.646507739,0.721729051,1.786784904
250,https://arctos.database.museum/guid/MSB:Bird:45067,275974,NK,MSB:Bird:45067,MSB:Bird,SMB 95,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.95781667,-107.9669167,34.95781667,-107.9669167,2116,7/21/2016,21,7,2016,11028299,pectoral muscle,1,1,0,VIRPLU02,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2163,2116,88,184,46,7742,294,-104,398,182,126,189,-10,305,62,12,62,153,39,129,53,-1.269145377,-1.226470293,-0.657259097,-0.002131435
251,https://arctos.database.museum/guid/MSB:Bird:48006,277710,NK,MSB:Bird:48006,MSB:Bird,SSB 086,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.86851667,-108.21035,34.86851667,-108.21035,2352,7/11/2017,11,7,2017,11305777,pectoral muscle,1,1,0,VIRPLU09,NA,NA,NA,1,0,1,0,0,0,NA,1,118,118,10000,1.18,1.18,2361,2352,73,182,46,7403,276,-113,389,163,106,170,-21,387,72,15,53,179,48,150,77,-2.056336315,-1.877088827,0.759616963,0.346646759
252,https://arctos.database.museum/guid/MSB:Bird:48107,277815,NK,MSB:Bird:48107,MSB:Bird,ABJ 3760,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.8603,-108.2101167,34.8603,-108.2101167,2359,7/11/2017,11,7,2017,11305720,pectoral muscle,1,1,0,VIRPLU07,NA,NA,NA,1,0,1,0,0,0,NA,1,12,12,10000,0.12,0.12,2365,2359,73,182,46,7403,276,-113,389,163,106,170,-21,387,72,15,53,179,48,150,77,-2.056336315,-1.877088827,0.759616963,0.346646759
253,https://arctos.database.museum/guid/MSB:Bird:48208,278225,NK,MSB:Bird:48208,MSB:Bird,SSB 050,Vireo plumbeus,Plumbeous Vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.8622,-108.2180167,34.8622,-108.2180167,2384,7/12/2017,12,7,2017,11306111,pectoral muscle,1,1,0,VIRPLU04,NA,NA,NA,1,0,1,0,0,0,NA,1,19,19,10000,0.19,0.19,2388,2384,73,182,46,7403,276,-113,389,163,106,170,-21,387,72,15,53,179,48,150,77,-2.056336315,-1.877088827,0.759616963,0.346646759
